GEOID10,senior_population,schools_within_a_mile
250250913001,144,"['Clap Elementary School', 'Dearborn_ Henry STEM Academy', 'Dever_ Paul A.  Elementary', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Haynes Early Education Center', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'Winthrop_ John Elementary']"
250250705004,80,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Boston Day & Evening Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Orchard Gardens K-8', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250251302005,235,['Lyndon_ Patrick K-8']
250250701016,27,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250910012,157,"['Boston Arts Academy', 'Community Academy of Science & Health', 'Dever_ Paul A.  Elementary', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'UP Academy Dorchester', 'UP Academy Holland']"
250250705003,170,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Orchard Gardens K-8', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250819003,16,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Community Academy', 'Dearborn_ Henry STEM Academy', 'Ellis_ David A. Elementary', 'Frederick_ Lilla G. Middle', 'Greater Egleston High School', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Higginson-Lewis', 'Kennedy_ John F. Elementary', 'King_ Martin Luther_ Jr. K-8', 'Mendell_ Ellis Elementary', 'Trotter_ William Monroe K-8', 'Winthrop_ John Elementary']"
250250101042,53,"['Boston Latin School', 'Carter School_ The', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ William Preparatory High School', 'Snowden International School at Copley']"
250251101034,120,"['Boston Teachers Union K-8 School', 'Haley_ Dennis K-8', 'Irving_ Washington  Middle', 'Mission Hill K-8', 'Muniz_ Margarita Academy', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250250914002,133,"['Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Clap Elementary School', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Haynes Early Education Center', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'Trotter_ William Monroe K-8', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250915001,158,"['Boston Arts Academy', 'Clap Elementary School', 'Community Academy of Science & Health', 'Dudley Street Neighborhood Charter School', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Haynes Early Education Center', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Russell_ William E.  Elementary', 'UP Academy Dorchester', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250251101037,10,"['Boston Teachers Union K-8 School', 'Haley_ Dennis K-8', 'Irving_ Washington  Middle', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250250007014,79,"['Baldwin Early Learning Pilot Academy', 'Boston Green Academy', 'Brighton High School', 'Horace Mann School for the Deaf and Hard of Hearing', 'Jackson/Mann K-8', 'Winship_ F. Lyman Elementary']"
250251201031,282,"['Community Academy', 'Curley K-8', 'English High School', 'Greater Egleston High School', 'Kennedy_ John F. Elementary', 'Manning_ Joseph P. Elementary', 'Mendell_ Ellis Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy']"
250251007004,149,"['Kenny_ Thomas J. Elementary', 'Lee Academy Pilot School', 'Murphy_ Richard J.  K-8', 'Quincy_ Josiah Elementary']"
250250708002,140,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Boston Day & Evening Academy', 'Carter School_ The', 'Dearborn_ Henry STEM Academy', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Orchard Gardens K-8', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'Timilty_ James P. Middle', 'Tobin_ Maurice K-8', 'McKinley_ William School']"
250251302004,54,"['Lyndon_ Patrick K-8', 'Mozart_ Wolfgang A. Elementary']"
250251402024,284,"['Channing_ William E. Elementary', 'Grew_ Henry Elementary', 'Roosevelt_ Franklin D. K-8']"
250259811004,38,"['Boston Teachers Union K-8 School', 'Haley_ Dennis K-8', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Philbrick_ John D. Elementary', 'Shaw_ Pauline A. Elementary', 'Young Achievers Science & Math K-8']"
250251401023,74,"['Channing_ William E. Elementary', 'Roosevelt_ Franklin D. K-8']"
250250708003,30,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Orchard Gardens K-8', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250509013,75,"['Alighieri_ Dante Montessori School', 'East Boston Early Education Center', 'East Boston High School', 'Kennedy_ Patrick Elementary', ""O'Donnell_ Hugh R. Elementary"", 'Otis_ James Elementary', 'Umana_ Mario Academy']"
250250920001,193,"['Boston Arts Academy', 'Community Academy of Science & Health', 'Everett_ Edward Elementary', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Mather Elementary', 'McKinley_ William Middle', 'Murphy_ Richard J.  K-8', 'UP Academy Dorchester', 'UP Academy Holland']"
250250708001,176,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Boston Day & Evening Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Orchard Gardens K-8', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'Timilty_ James P. Middle', 'McKinley_ William School']"
250250610001,52,"['Boston Collaborative High School', 'Clap Elementary School', 'Condon_ James F. K-8', 'Dever_ Paul A.  Elementary', 'Excel High School', 'Perkins_ Michael J. Elementary', 'Perry_ Oliver Hazard K-6', 'Tynan_ Joseph P. Elementary', 'UP Academy Boston']"
250250005022,48,"['Edison_ Thomas A. K-8', 'Winship_ F. Lyman Elementary']"
250259811001,0,"['Chittick_ James J. Elementary', 'Haley_ Dennis K-8', 'Irving_ Washington  Middle', 'Mattahunt Elementary School', 'Mildred Avenue K-8', 'Philbrick_ John D. Elementary', 'Young Achievers Science & Math K-8']"
250250818001,149,"['Boston Day & Evening Academy', 'Boston Latin Academy', 'Dearborn_ Henry STEM Academy', 'Dudley Street Neighborhood Charter School', 'Ellis_ David A. Elementary', 'Hale_ Nathan Elementary', 'Haynes Early Education Center', 'Higginson K0-2', 'Higginson-Lewis', 'King_ Martin Luther_ Jr. K-8', 'Mason_ Samuel Elementary', 'Orchard Gardens K-8', 'Timilty_ James P. Middle', 'Trotter_ William Monroe K-8', 'Winthrop_ John Elementary']"
250250105002,206,"['Blackstone Elementary School', 'Boston Adult Technical Academy', 'Carter School_ The', 'Hurley_ Joseph  K-8', 'Kennedy_ Edward M. Academy for Health Careers', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'McKinley_ William Preparatory High School', 'Orchard Gardens K-8', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250251105023,99,"['Bates_ Phineas Elementary', 'Conley_ George H. Elementary', 'Irving_ Washington  Middle', 'Mozart_ Wolfgang A. Elementary', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250250901001,213,"['Boston Latin Academy', 'Burke_ Jeremiah E. High School', 'Ellis_ David A. Elementary', 'Frederick_ Lilla G. Middle', 'Greenwood_ Sarah K-8', 'Haynes Early Education Center', 'Hernandez_ Rafael K-8', 'Higginson K0-2', 'Holmes_ Oliver Wendell Innovation', 'King_ Martin Luther_ Jr. K-8', 'Lee_ Joseph K-8', 'McKinley_ William Middle', 'Trotter_ William Monroe K-8', 'UP Academy Dorchester', 'UP Academy Holland', 'Winthrop_ John Elementary']"
250250201011,206,"['Boston Adult Technical Academy', 'McKinley_ Willam South End Academy', 'McKinley_ William Elementary', 'Quincy_ Josiah Upper School', 'Snowden International School at Copley', 'McKinley_ William School']"
250250921013,61,"['Boston Arts Academy', 'Community Academy of Science & Health', 'Kenny_ Thomas J. Elementary', 'Mather Elementary', 'McKinley_ William Middle', 'Murphy_ Richard J.  K-8']"
250251008006,87,"['Boston International Newcomers Academy', 'Kenny_ Thomas J. Elementary', 'Lee Academy Pilot School', 'Quincy_ Josiah Elementary', 'Taylor_ Charles H. Elementary', 'TechBoston Academy']"
250251402012,215,['Roosevelt_ Franklin D. K-8']
250251102011,210,"['Bates_ Phineas Elementary', 'Boston Teachers Union K-8 School', 'Conley_ George H. Elementary', 'Haley_ Dennis K-8', 'Irving_ Washington  Middle', 'Mattahunt Elementary School', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250251204003,75,"['Community Academy', 'Curley K-8', 'English High School', 'Greater Egleston High School', 'Hernandez_ Rafael K-8', 'Kennedy_ John F. Elementary', 'Manning_ Joseph P. Elementary', 'Mendell_ Ellis Elementary', 'Mission Hill K-8', 'Muniz_ Margarita Academy']"
250251106073,246,"['Bates_ Phineas Elementary', 'Boston Teachers Union K-8 School', 'Conley_ George H. Elementary', 'Irving_ Washington  Middle', 'Mozart_ Wolfgang A. Elementary', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
250251105021,72,"['Bates_ Phineas Elementary', 'Conley_ George H. Elementary', 'Irving_ Washington  Middle', 'Mozart_ Wolfgang A. Elementary', 'Philbrick_ John D. Elementary', 'Sumner_ Charles Elementary']"
